ville;description;isFrauad;date
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
